SpCluster,Station,Year,dens.percomp.change,dens.weight.mean,dens.weight.mean.y1,dens.percomp,dens.percomp.y1,SAVArea.percomp.change,SAVArea,denscomp.max,SAV_HA.max
Ruppia,EE3.0,1987,0.014226891391571097,1.406011161,0.071906243,0.014993699380758735,7.668079891876385e-4,0.012273070876777502,2.0372120999999996,93.77346612699999,159.0976325
Ruppia,EE3.0,1989,0.04919551822103036,6.019245422500001,1.406011161,0.0641892176017891,0.014993699380758735,0.04281243713667455,8.84856949,93.77346612699999,159.0976325
Ruppia,EE3.0,1990,-0.0293920683892308,3.263049293,6.019245422500001,0.0347971492125583,0.0641892176017891,-0.021616803317296374,5.40938726,93.77346612699999,159.0976325
Ruppia,EE3.0,1991,-0.03320052557600391,0.1497209325,3.263049293,0.0015966236365543831,0.0347971492125583,-0.030236172936137187,0.59888373,93.77346612699999,159.0976325
Ruppia,EE3.0,1992,0.034702340751623734,3.4038797075,0.1497209325,0.03629896438817812,0.0015966236365543831,0.08181539156467334,13.61551883,93.77346612699999,159.0976325
Ruppia,EE3.0,1993,0.0054700738512246175,3.9168274925,3.4038797075,0.041769038239402735,0.03629896438817812,0.012896427858535231,15.66730997,93.77346612699999,159.0976325
Ruppia,EE3.0,1994,0.03186118185557555,6.9045609500000005,3.9168274925,0.07363022009497829,0.041769038239402735,0.06421236928211363,25.883345900000002,93.77346612699999,159.0976325
Ruppia,EE3.0,1995,-0.05566005193762566,1.685124955,6.9045609500000005,0.017970168157352622,0.07363022009497829,-0.12032137612104317,6.74049982,93.77346612699999,159.0976325
Ruppia,EE3.0,1996,-0.017970168157352622,0,1.685124955,0,0.017970168157352622,-0.04236706551871537,0,93.77346612699999,159.0976325
Ruppia,EE3.0,1997,0,0,0,0,0,0,0,93.77346612699999,159.0976325
Ruppia,EE3.0,1998,0,0,0,0,0,0,0,93.77346612699999,159.0976325
Ruppia,EE3.0,1999,0.01182862204323092,1.1092108885,0,0.01182862204323092,0,0.01267616015593444,2.01674707,93.77346612699999,159.0976325
Ruppia,EE3.0,2000,0.003186210943673034,1.4079929325,1.1092108885,0.015014832986903953,0.01182862204323092,0.0034145076294582796,2.55998715,93.77346612699999,159.0976325
Ruppia,EE3.0,2001,-0.014374599502106768,0.060036913000000004,1.4079929325,6.402334847971852e-4,0.015014832986903953,-0.008543489105659694,1.20073826,93.77346612699999,159.0976325
Ruppia,EE3.0,2002,0.11355138896731165,10.70814424,0.060036913000000004,0.11419162245210883,6.402334847971852e-4,0.20143483467612253,33.24854356,93.77346612699999,159.0976325
